"content","word_count"
"The ratio of A, B, and C is 2:3:5, and the average is 116. First, the sum of the three numbers is the average multiplied by 3, that is:  116 times 3  348  Suppose A, B, and C are 2k, 3k, and 5k respectively, then their sum is:  2k  3k  5k  10k  According to the sum equals 348, we get:  10k  348 implies k  frac34810  34.8  Therefore, the value of C is:  5k  5 times 34.8  174  Verification: A 69.6  B 104.4  C 174  348, and the average 348  3  116, which meets the conditions. Final answer:  boxed174","120"
"32-16boxed16 100-41boxed59 59241boxed300 78-28boxed50 70-24boxed46 5 times 8boxed40 380260boxed640 740-270boxed470 Steps analysis: 1. 3216: 161632, so the result is 16. 2. 10041: 1004060, minus 1 to get 59. 3. 59241: 9110 for units, 54110 for tens, 213 for hundreds, the total is 300. 4. 7828: Tens digit 725, units digit 880, the result is 50. 5. 7024: 702050, 50446. 6. 58: The multiplication formula directly gives 40. 7. 380260: 300200500, 8060140, the total is 640. 8. 740270: 740200540, 54070470.","115"
"Callum needs to calculate the total cost of disco lights and food. First, the total cost of food is:  10 , textboxes times 25 , textUSDbox  250 , textUSD  The total budget is 330. After deducting the cost of food, the remaining amount for disco lights is:  330 , textUSD - 250 , textUSD  80 , textUSD  This 80 is needed to buy 4 disco lights, so the cost of each disco light is:  frac80 , textUSD4  20 , textUSD  In the end, Callum can spend a maximum of boxed20 on each disco light.","104"
"The core idea of economics is to study the optimal allocation of limited resources to maximize social welfare. Its basis is rational decision-making under trade-offs. By analyzing supply and demand, incentive mechanisms, and cost-benefit, it explores how individuals, enterprises, and governments can effectively allocate scarce resources. Core issues include the balance between market mechanisms and government intervention, the coordination between efficiency and fairness, and how to promote economic growth and social welfare through institutional design. Microeconomics focuses on individual decision-making, while macroeconomics focuses on the overall economic operation, which together constitute a theoretical framework for understanding human economic behavior.","113"
"Assume that Nada has  N  dollars. According to the question: - Ali has  N - 5  dollars, - John has  4N  dollars. The total amount of the three people is 67 dollars, so the equation is:  N  N - 5  4N  67  Combine like terms:  6N - 5  67  Solve:  6N  72 quad Rightarrow quad N  12  Therefore: - Nada has 12 dollars, - John has  4 times 12  48  dollars. Verify the total amount:  12  12 - 5  48  12  7  48  67 quad textMeets the condition  Finally, John has boxed48 dollars.","107"
"Suppose there were originally  x  units in this batch of air conditioners. According to the question, the number sold is fracx2 - 2 units, and the remaining number is 27 units. Therefore, the equation can be established:  x - left fracx2 - 2 right  27  Simplify the equation:  x - fracx2  2  27 implies fracx2  2  27  Solve:  fracx2  25 implies x  50  Verification: When the total number is 50 units, frac502 - 2  23 units are sold, and 50 - 23  27 units are left, which meets the requirements of the question. The final answer is:  boxed50","112"
"Devon has twice as many cows as there are hearts on a standard 52-card deck. The problem assumes that each heart card has 4 hearts. There are 13 cards in the heart suit in a standard deck, so the total number of hearts is:  13 textcards times 4 textheartscard  52 texthearts  The number of cows is twice the number of hearts, that is:  52 times 2  104 textheads  The price of each cow is 200, so the total cost is:  104 textheads times 200 textdollarshead  20,800 textdollars  The final answer is: boxed20,800","101"
"Suppose Bill went to the garbage dump  x  times. According to the question, Joan went 6 more times than Bill, so Joan went  x  6  times. The total number of times the two went is 40 times, which can be written as the equation:  x  x  6  40  Combining like terms gives:  2x  6  40  Subtracting 6 from both sides:  2x  34  Solving:  x  17  Therefore, the number of times Joan went is:  17  6  23  Verification:  17  23  40 , and  23 - 17  6 , which meets the conditions. Final answer: Joan went boxed23 times.","112"
"A typical example is the frog. Frogs belong to the class Amphibia, and their life cycle is divided into two stages: 1. Larvae tadpoles: completely aquatic, breathing with gills, and using their tails for swimming. 2. Adults: adapted to life on land, breathing with lungs, and moist skin to assist breathing, and relying on water for reproduction such as laying eggs. Other amphibians include toads, salamanders, giant salamanders, etc. Characteristics: cold-blooded, bare skin without scales, and most require a humid environment.","103"
"Suppose  x  pages were read in the afternoon, then  frac45x  pages were read in the morning  frac15  less in the morning. According to the question, the afternoon read 10 more pages than the morning, so the equation is:  x - frac45x  10  Simplify the left side:  frac15x  10  Solve:  x  50  Verification: 50 pages were read in the afternoon, and  frac45 times 50  40  pages were read in the morning.  50 - 40  10  more pages were read in the afternoon than in the morning, which meets the condition. Therefore, the number of pages read in the afternoon is boxed50.","114"
"The rectangular sandbox built by Josh has a perimeter of 30 feet and its length is twice its width. If the width is  w  feet, then the length is  2w  feet. According to the perimeter formula:  2 times textlength  textwidth  textperimeter  Substitute the known conditions:  2 times 2w  w  30  Simplify the equation:  2 times 3w  30 implies 6w  30 implies w  frac306  5  Verification: If the width is 5 feet, then the length is 10 feet and the perimeter is  2 times 10  5  30  feet, which meets the conditions. Therefore, the width of the sandbox is:  boxed5","111"
"Solve the equation log _21-2 x1: 1. Convert the logarithmic equation to exponential form: log _21-2 x1 implies 21  1 - 2x. 2. Solve the equation 2  1 - 2x: Move the terms around to get: 2 - 1  -2x implies 1  -2x. Divide both sides by -2: x  -frac12. 3. Verify the domain: The original logarithmic function requires 1 - 2x gt; 0. Substitute x  -frac12: 1 - 2 left-frac12right  1  1  2 gt; 0. The condition is met and the solution is valid. The final solution is: boxed-dfrac12","109"
"The following are the correct categories for the products: - Lip Balm: Health amp; Beauty - Smart Watch: Electronics - Jeans: Clothing Classification Basis: 1. Lip Balm is a daily skin care product used to moisturize and protect the skin of the lips, so it belongs to the Health amp; Beauty category. 2. Smart Watch is a wearable device with electronic functions such as health monitoring, communication, application operation, and is classified as an electronic product. 3. Jeans is a type of clothing and directly belongs to the Clothing category.","107"
"Kilometer km and meter m are length units in the International System of Units, used to measure distance or spatial dimensions. For example, a person39;s height is expressed in meters, and the distance between two places is measured in kilometers. Kilogram kg and gram g are mass units, used to measure the inertia of an object or the amount of matter. For example, the weight of an object is usually expressed in kilograms or grams. The question classifies kilometers, meters, kilograms, and grams as mass units, which is an obvious error. Answer: boxedError","110"
"Bill39;s roof can withstand a load of 500 pounds. Every day, 100 leaves fall, and every 1000 leaves weigh 1 pound, so each leaf weighs  frac11000  0.001  pounds. The weight added each day is:  100 , textleavesday times 0.001 , textpoundsleave  0.1 , textpoundsday.  The condition for the roof to collapse is that the total weight reaches or exceeds 500 pounds. The number of days required is:  frac500 , textpounds0.1 , textpoundsday  5000 , textdays.  Therefore, on the 5000th day, the accumulated weight of the leaves is exactly 500 pounds, and the roof will collapse. boxed5000","112"
"Tom chooses to go to the clinic offering 30 off instead of his regular doctor, even though it requires two visits. The regular doctor charges 200 per visit, so the total cost for the two visits is:  2 times 200  400 text USD  The discounted clinic charges 70 of the regular price per visit:  200 times 0.7  140 text USD  The total cost for the two visits is:  2 times 140  280 text USD  The savings is the regular total minus the discounted total:  400 - 280  120 text USD  Therefore, Tom saves boxed120 USD.","104"
"Given the function  fx  begincases 2, amp; x geq 0,  x  1, amp; x lt; 0 endcases , we need to find the values of  f-1  and  f1 . Steps analysis: 1. Calculate  f-1 : - When  x  -1 ,  x lt; 0 , so the second function  fx  x  1  applies. - Substitute  x  -1 :  f-1  -1  1  0  2. Calculate  f1 : - When  x  1 ,  x geq 0 , so the first function  fx  2  applies. - No additional calculations are needed, and the result is:  f1  2  Answer:  f-1  boxed0, quad f1  boxed2","115"
"First, calculate the volume of the rectangular fuel tank. The length and width of the fuel tank are both 6 decimeters, and the height is 5 decimeters, so the volume is:  6 , textdecimeters times 6 , textdecimeters times 5 , textdecimeters  180 , textcubic decimeters  Since 1 cubic decimeter equals 1 liter, the volume of the fuel tank is 180 liters. Next, calculate the total weight of the gasoline. Each liter of gasoline weighs 0.8 kilograms, so the total weight is:  180 , textliters times 0.8 , textkilogramsliter  144 , textkilograms  The final answer is:  boxed144","109"
"Xiao Ming39;s father received 1,200 yuan in royalties. According to regulations, the portion exceeding 800 yuan must be subject to individual income tax at a rate of 14. The calculation steps are as follows: 1. Determine taxable income: The portion of royalties exceeding 800 yuan is:  1,200 - 800  400 textyuan  2. Calculate the tax payable: The portion exceeding 400 yuan is calculated at a tax rate of 14:  400 times 14  400 times 0.14  56 textyuan  Therefore, Xiao Ming39;s father should pay individual income tax of boxed56 yuan.","105"
"boxed119, boxed220, boxed420. Step analysis: 1. Calculate 102  51 div 3 - Calculate the division first: 51 div 3  17 - Then calculate the addition: 102  17  119 2. Calculate 5 times 75 - 31 - Calculate the subtraction in the brackets first: 75 - 31  44 - Then calculate the multiplication: 5 times 44  220 3. Calculate 32 div 8 times 105 - Calculate from left to right: - Calculate the division first: 32 div 8  4 - Then calculate the multiplication: 4 times 105  420 The final answers are boxed119, boxed220, boxed420.","111"
"The weight that a weightlifter cannot lift needs to be far beyond the human limit. Analysis options: - A. 1000 grams 1 kilogram: Ordinary people can lift it easily, so it is excluded. - B. 100 kilograms: The world record for men39;s weightlifting is over 260 kilograms, so 100 kilograms is possible, so it is excluded. - C. 10 tons 10,000 kilograms: Far beyond the human limit, the current world record is only a few hundred kilograms, so it is impossible. Therefore, it is impossible for a weightlifter to lift a 10-ton Du Ling. boxedC","115"
"Lin donates 240 every year, which is allocated as follows: 1. Community Food Pantry Project: 13 of 240, i.e.  240 times frac13  80 text USD  2. Local Crisis Fund: 12 of 240, i.e.  240 times frac12  120 text USD  The remaining amount is now:  240 - 80 - 120  40 text USD  3. Livelihood Project Fund: 14 of the remaining 40, i.e.  40 times frac14  10 text USD  4. Emergency Fund: The remaining amount minus the livelihood project portion, i.e.  40 - 10  30 text USD  Finally, the money used for the emergency fund is:  boxed30","117"
"Uncle Li brings 20 yuan to buy drinks for 6 children, and needs to ensure that the total cost does not exceed 20 yuan. Calculate the total price of each drink: - A. 3 yuan: 3 times 6  18 yuan, 18 yuan  20 yuan, meets the condition. - B. 4 yuan: 4 times 6  24 yuan, 24 yuangt; 20 yuan, does not meet the condition. - C. 5 yuan: 5 times 6  30 yuan, 30 yuangt; 20 yuan, does not meet the condition. Only option A has a total price that does not exceed 20 yuan, so choose A. boxedA","120"
"According to the known conditions, the books that Xiaoyu, Xiaoxue and Xiaoming got are as follows: 1. Xiaoyu: It is known that she got the Chinese book. 2. Xiaoxue: Since the remaining books are math and English, and Xiaoxue cannot take the math book, she can only take the English book. 3. Xiaoming: The remaining math book naturally belongs to Xiaoming. Final distribution result: - Xiaoyu: Chinese book - Xiaoxue: English book - Xiaoming: Math book Verification: All conditions are met, no contradiction.","105"
"The fruit shop has 1800 kg of apples. After selling one fifth of them, the weight of the remaining apples is calculated as follows:  1800 times left1 - frac15right  1800 times frac45  1440 textkg.  The remaining apples are 40 less than the pears, that is, the weight of the remaining apples is 60 of the pears. Assuming the weight of pears is P kg, then there is the equation:  1440  P times 1 - 40  0.6P.  Solved:  P  frac14400.6  2400 textkg.  Therefore, the weight of pears in the fruit shop is boxed2400 kg.","107"
"There are 450 kg of fertilizer. After 26 bags are filled, there are 8 kg left. First, calculate the total amount of fertilizer actually put into the bags:  450 , textkg - 8 , textkg  442 , textkg  Next, divide 442 kg evenly into 26 bags:  442 , textkg div 26  17 , textkgbag  Verification: Each bag has 17 kg, and there are 26 bags in total:  26 times 17  442 , textkg  Add the remaining 8 kg:  442  8  450 , textkg  This is consistent with the conditions of the question and the calculation is correct. boxed17","110"
"Xiaomi, you may look dull in your eyes at this moment, but in my heart you are like a shining star - you can always use a little humor to relieve your friends39; depression, and you will remember everyone39;s preferences silently. Even the kittens wet by the rain on the roadside will receive the paper box house you folded. These warmth are not a foil, but the fragments of stars that make up the beauty of the world. You ask me who will like you like this? Gently holding her hand You see, the first answer is already here.","112"
"Join hands to save energy and reduce carbon emissions, and practice green living; turn off lights and unplug plugs, and go out in a low-carbon way; small actions gather energy, protect the earth and create the future! Note: The whole article begins with active voice verbs, quot;join handspracticeturn off lightsunpluggo outgatherprotectcreatequot;, which combines concrete actions with macro visions to form a strong connection between personal behavior and the fate of the earth. The last two sentences are well-balanced, and the spatial echo of quot;energy-earthquot; and the dynamic continuation of quot;gather-createquot; strengthen the sense of value of action.","118"
"950 mathrmmboxed0.95km 3 mathrmkg 40 mathrmgboxed3.04 mathrmkg 1.32 mathrmmboxed132 mathrmcm 7 mathrmm2 8 mathrmdm2boxed7.08 mathrmm2 3 mathrmkm 10 mathrmmboxed3.01 mathrmkm 3 mathrmt 60 mathrmkgboxed3.06 mathrmt Analysis: 1. Meters to kilometers: 950 div 1000  0.95 km 2. Gram to kilograms: 40 div 1000  0.04 kg, so 3  0.04  3.04 kg 3. Meters to centimeters: 1.32 times 100  132 cm 4. Square decimeters to square meters: 8 div 100  0.08 m², so 7  0.08  7.08 m² 5. Meters to kilometers: 10 div 1000  0.01 km, so 3  0.01  3.01 km 6. Kilograms to tons: 60 div 1000  0.06 t, so 3  0.06  3.06 t","119"
"Rachel needs to pack 204 envelopes per hour in the next 6 hours to complete the task. Steps Analysis: 1. Calculate the number of envelopes packed: First hour: 135 Second hour: 141 Total: 135  141  276 2. Number of envelopes remaining: Total task: 1500 Remaining: 1500 - 276  1224 3. Time remaining: Total time: 8 hours Elapsed time: 2 hours Remaining: 8 - 2  6 hours 4. Number of envelopes to be packed per hour: 1224  6  204hour Final answer: boxed204","100"
"Betty needs to prepare food for her frogs for a week, that is, 7 days, 2 flies a day, a total of:  7 times 2  14 text pcs  On that day, she caught 5 in the morning and 6 in the afternoon, a total of:  5  6  11 text pcs  But one flew away, so the actual number left is:  11 - 1  10 text pcs  The number of flies that need to be replenished is the total demand minus the existing number:  14 - 10  4 text pcs  Answer: boxed4","103"
"First, we know that the volume and weight of two parts made of the same material copper are proportional. The volume of the first part is 15 cubic centimeters and the weight is 133.5 grams. We need to calculate the weight of the second part with a volume of 20 cubic centimeters. 1. Calculate the density of copper:  textdensity  fractextmasstextvolume  frac133.5 textg15 textcubic centimeters  8.9 textgcubic centimeters  2. Calculate the weight of the second part:  textmass  textdensity times textvolume  8.9 textgcubic centimeters times 20 textcubic centimeters  178 textg  Verified by proportion:  frac133.5 textg15 textcubic centimeters  fractextmass_220 textcubic centimeters  Solved:  textmass_2  frac133.515 times 20  178 textgrams  Final answer:  boxed178","119"
"In a formal context, quot;operation managementquot; can be replaced by: quot;operation managementquot; This term is widely used in the field of management, emphasizing the systematic planning, execution and optimization of the core business processes of an organization. It is suitable for academic research, business strategy and organizational governance, reflecting professionalism and standardization. If you need to strengthen the strategic level, you can choose quot;strategic operation managementquot;; if you focus on the governance mechanism, you can use quot;operational governancequot; Operational Governance. The specific choice needs to be adjusted according to the context.","116"
"There are 45 students in Class 6 1 in the question, but the key condition is missing. Assuming the blank in the middle of the question is quot;boys account for two-fifths of the classquot;, the proportion of girls is:  1 - frac25  frac35  If the blank in the middle is quot;there are 18 boysquot;, the number of girls is:  45 - 18  27 quad Rightarrow quad frac2745  frac35  Under the two common assumptions, girls account for frac35 of the class. Therefore, the final answer is:  boxeddfrac35","102"
"The corresponding point of the complex number  z  in the complex plane is  x, y , that is,  z  x  yi . The condition given in the question is  z - 3  4i  2 . We substitute  z  into the condition and get:   x  yi - 3  4i   2  After rearranging, we get:   x - 3  y  4i   2  The formula for the modulus of a complex number is:  sqrtx - 32  y  42  2  Square both sides and get:  x - 32  y  42  4  Therefore, the correct option is A.  boxedA","101"
"The market brought in 250 kg of cucumbers, and there were frac16 less cucumbers than tomatoes. Assume that the weight of tomatoes is X kg. According to the question: The weight of cucumbers  The weight of tomatoes - frac16 of tomatoes That is, 250  X - frac16X  frac56X Solve the equation: Multiply both sides by 6 to get 5X  250 times 6  1500 Divide by 5 to get X  frac15005  300 Therefore, the tomatoes are 300 kg and the cucumbers are 250 kg. The total weight is: 300  250  550 The final answer is: boxed550","105"
"Suppose Yuan39;s younger brother David is  x  years old. According to the question: 1. Yuan is 7 years older than David, so Yuan39;s age is  x  7 . 2. Yuan39;s age is twice that of David, that is,  x  7  2x . Solve the equation:  x  7  2x implies 2x - x  7 implies x  7  Therefore, David is 7 years old and Yuan is  7  7  14  years old. Verify the conditions: - 14 is 7 years older than 7 meets condition 1, - 14 is twice 7 meets condition 2. The final answer is:  boxed7","117"
"Suppose three consecutive odd integers are n-2, n, and n2 based on the middle number. Their sum is:  n-2  n  n2  3n  According to the question, the sum is -147, so the equation can be listed as:  3n  -147  Solve:  n  frac-1473  -49  The largest number is n2, substitute n  -49 to get:  -49  2  -47  Verification: The three numbers are -51, -49, and -47, and the sum is:  -51  -49  -47  -147  which meets the conditions. Therefore, the largest number is boxed-47.","101"
"There are 138 boys in a primary school, and the number of boys is frac13 less than that of girls. Let the number of girls be x. According to the question, the number of boys is equivalent to frac23 of girls because the less part is frac13 of girls. Therefore, we can write an equation:  frac23x  138  Solve:  x  138 times frac32  207  Verification: When the number of girls is 207, the number of frac13 is 69, and the number of boys is 207 - 69  138, which is consistent with the conditions of the question. Therefore, there are boxed207 girls in total.","118"
"Blood accounts for about frac113 of body weight. Xiaohua weighs 52 kg. The steps to calculate the weight of his blood are as follows: 1. Determine the proportional relationship: Blood weight  body weight  frac113. 2. Substitute the data: Blood weight  52 times frac113. 3. Simplify the fraction: 52 div 13  4 because 13 times 4  52. 4. Result verification: If the body weight is 65 kg, the blood weight is 65 div 13  5 kg, which is consistent with actual physiological common sense. Therefore, Xiaohua39;s blood weight is:  boxed4","110"
"The distance from Wang Hua39;s home to school is 720 meters, and his walking speed is 80 meters per minute. To calculate the time required, we can use the relationship between time, speed and distance:  texttime  fractextdistancetextspeed  Substitute the known values into:  texttime  frac720 textmeters80 textmetersminute  9 textminutes  Verification: If you walk 80 meters per minute, the total distance in 9 minutes is 80 times 9  720 meters, which is consistent with the conditions of the question. Therefore, the time it takes for Wang Hua to walk is:  boxed9","103"
"Xiao Ming has read 86 pages. He needs to read 102 pages a day for 6 consecutive days to finish the remaining part. The remaining pages are calculated as follows:  102 times 6  612 text页  The total number of pages is the sum of the number of pages read and the number of remaining pages:  86  612  698 text页  Verification: The total number of pages is 698 pages minus the 86 pages read, and the remaining 612 pages, divided by the 102 pages read every day, does take 6 days, which meets the requirements of the question. Therefore, this science book has a total of boxed698 pages.","119"
"In a river with an average water depth of 1.2 mathrmm, the actual water depth in some areas may exceed the average for example, there are deep pits or steep slopes, resulting in a local water depth exceeding Li Bing39;s height of 1.5 mathrmm. At this time, he may face the risk of drowning because he cannot reach the bottom. Although the average water level seems safe, the existence of local extreme conditions makes the overall conclusion invalid. Therefore, the assertion of quot;no dangerquot; in the title is wrong. boxedtimes","106"
"The value of sin30 is 12 i.e. 0.5. Analysis: In a right triangle, the ratio of the opposite side to the hypotenuse corresponding to the 30 angle is 1:2, so:  sin30  fractextopposite sidetexthypotenuse  frac12.  Key points: - The ratio of the side lengths of the 30-60-90 special right triangle is 1 : 3 : 2. - In the unit circle, the coordinate point corresponding to 30 is fracsqrt32, frac12, and the y coordinate is the sine value. No need for complex calculations, just remember the sine value of this special angle!","106"
"Harman39;s father originally asked him to take 10 egg trays to sell. When loading the truck, Harman dropped 2 egg trays, leaving 8 eggs. Later, his father asked him to add 7 more egg trays, and finally a total of 8  7  15 egg trays were sold. The question does not specify the number of eggs in each egg tray, but a reasonable standard needs to be assumed. Usually, an egg tray can hold 30 eggs such as the common 30-hole tray. Therefore, the total number of eggs sold is:  15 textegg trays times 30 texteggsegg tray  450 texteggs  The final answer is: boxed450","120"
"The transformed affirmative sentence is expressed as: quot;Deforestation has exacerbated the global environmental crisis.quot; Analysis: The original sentence quot;Deforestation is a factor in the global environmental crisisquot; indirectly states the relationship through the structure of quot;is a factor of...quot;. Changing it to the active verb quot;exacerbatesquot; not only retains the core meaning of quot;deforestation is one of the causesquot;, but also enhances the affirmativeness and strength of the sentence through a more direct causal expression, while avoiding oversimplification such as quot;leads toquot; may imply uniqueness.","111"
"The bowl that Mason used had a capacity of 150 ml. He filled it 23 with oil and 13 with vinegar: - Volume of oil: 150 , textml times frac23  100 , textml The weight of oil is: 100 , textml times 5 , textgml  500 , textg. - Volume of vinegar: 150 , textml times frac13  50 , textml The weight of vinegar is: 50 , textml times 4 , textgml  200 , textg. Adding the weight of the oil and vinegar together, the total weight of the salad dressing is: 500 , textg  200 , textg  700 , textg. The final answer is: boxed700","118"
"Nan Rendong gave up favorable conditions abroad to return to China to contribute, which reflects his patriotic spirit of caring about the motherland; he spent 22 years focusing on the research and development of telescopes, which shows his unremitting dedication. The personal level principles of the socialist core values include patriotism, dedication, integrity, and friendliness, among which patriotism and dedication directly correspond to the core qualities of his deeds. Options A integrity and friendliness, friendliness in B dedication and friendliness, and integrity in C patriotism and integrity all lack direct reflection, while D patriotism and dedication accurately covers the values reflected in his deeds. Answer: boxedD","120"
"The five fruits are divided into two groups according to their colors as follows: Warm color group red, orange, yellow: - Orange orange - Strawberry red - Lemon yellow Cool color group green, purple: - Avocado dark green - Grape purple Grouping basis: Warm colors usually include shades of red, orange, and yellow, while cool colors are mainly green, blue, and purple. The red of strawberries, the orange of oranges, and the yellow of lemons are warm colors; the dark green of avocados and the purple of grapes are cool colors.","108"
"The factors of 18 listed in the question are 1, 2, 3, 6, and 9, but analysis shows that there are omissions. Factors are all integers that can divide the number, and are calculated in pairs as follows: - 1 and 18 11818, - 2 and 9 2918, - 3 and 6 3618. Therefore, all the factors of 18 should be 1, 2, 3, 6, 9, 18. 18 itself is missing from the question, indicating that the list is incomplete. Answer: boxed1, 2, 3, 6, 9, 18","113"
"Suppose the weight of a bag of candy is  x  grams. According to the question, when the balance is balanced, the weights on both sides are equal, that is:  x  frac23x  100  Arrange the equation as:  x - frac23x  100  Simplify the left side to get:  frac13x  100  Solve to get:  x  100 times 3  300  Verification: 300 grams on the left, frac23 times 300  100  200  100  300 grams on the right, which is indeed balanced. Therefore, the weight of a bag of candy is:  boxed300","101"
"Uncle Li39;s family picked 9 boxes of peaches in the morning, with a total weight of 675 kg, so the weight of each box is:  frac675 textkg9 textboxes  75 textkgbox.  In the afternoon, they picked 17 boxes of the same peaches, with a total weight of:  17 textboxes times 75 textkgbox  1275 textkg.  The sum of the total weight in the morning and afternoon is:  675 textkg  1275 textkg  1950 textkg.  The truck has a load capacity of 2 tons, or 2000 kg. Since 1950 kg is less than 2000 kg, the truck can transport all of it in one go. boxed能","118"
"Let this number be  x . According to the question, 2.5 times 8 is 7.2 less than 40 of the number, so we can list the equation:  0.4x  8 times 2.5  7.2  Calculate 2.5 times 8:  8 times 2.5  20  Substitute into the equation:  0.4x  20  7.2 implies 0.4x  27.2  Solve to get:  x  frac27.20.4  68  Verification: 40 of the number is  0.4 times 68  27.2 , 2.5 times 8 is 20, and the difference between the two is  27.2 - 20  7.2 , which meets the conditions of the question. Therefore, this number is boxed68.","107"
"Xiao Ding39;s father bought a 30-meter roll of wire. After using up part of it, 5 meters were left. The length of the wire used can be calculated by subtracting the remaining part from the total length:  textUsed length  textTotal length - textRemaining length  30 textmeters - 5 textmeters  25 textmeters.  Or we can verify it by algebraic method. Let the length used be x meters, and write the equation:  30 - x  5,  Solving it, we get:  x  30 - 5  25.  Both methods show that the length of the wire used is 25 meters. boxed25","112"
"Hannah spent a total of 23 on the main course and dessert, and the main course was 5 more expensive than the dessert. Suppose the price of dessert is x  dollars, then the price of the main course is x  5  dollars. Based on the total cost, we can get the equation:  x  x  5  23  Simplify the equation:  2x  5  23  Solve:  2x  18 quad Rightarrow quad x  9  Therefore, the price of dessert is 9 and the price of the main course is  9  5  14  dollars. Verify the total cost:  9  14  23 , which meets the conditions. The final answer is: boxed14","119"
"210 kg of ground beef were sold on Thursday. Sales on Friday were twice as much as Thursday, that is, 210 times 2  420 kg. 130 kg were sold on Saturday. Sales on Sunday were half of Saturday, that is, 130 div 2  65 kg. Total sales for the four days are:  210  420  130  65  825  textkg  The original plan was to sell 500 kg, and the excess was:  825 - 500  325  textkg  Therefore, the amount of meat sold in excess of the plan is: boxed325","101"
"Jacob adjusted the number of buildings in the new city based on Pittsburgh39;s data: - Stores: originally 2000, half of that to 2000 div 2  1000 - Hospitals: originally 500, doubled to 500 times 2  1000 - Schools: originally 200, reduced by 50 to 200 - 50  150 - Police stations: originally 20, increased by 5 to 20  5  25 Add the adjusted numbers together:  1000 , textStores  1000 , textHospitals  150 , textSchools  25 , textPolice stations  2175  Therefore, the total number of buildings needed in the new city is boxed2175.","106"
"Given that the number of middle school students is 50, according to the question description, quot;the number of primary school students is four times the number of middle school students minus three.quot; Steps to analysis: 1. Calculate the number of primary school students: Primary school number  4  middle school number  3 Substitute the middle school number 50: Primary school number  4  50  3  200  3  197 2. Calculate the total number of students: Total number  Primary school number  Middle school number Substitute the values: Total number  197  50  247 Answer: The total number of students in both levels is boxed247.","114"
"There are 7 female students, and the number of male students is twice that of female students. According to the question, quot;twice as many female studentsquot; directly means multiplying the number of female students by 2. Therefore, the number of male students is:  7 times 2  14  Verification process: If there are 3 female students, there are 326 male students. Similarly, if there are 7 female students, there should be 7214 male students. The question does not mention additional conditions such as quot;twice as manyquot;, so just double it. boxed14","110"
"Of course you can! Here is an example sentence: quot;I rarely eat dessert, but once in a blue moon, I39;ll indulge in a slice of rich chocolate cake.quot; Analysis: - The phrase quot;once in a blue moonquot; means quot;something that happens very rarelyquot;, similar to the Chinese quot;千载绝逢quot; or quot;罕一次quot;. - The example sentence vividly demonstrates the quot;rarenessquot; of the phrase by comparing the daily habit rarely eat dessert with the occasional exception indulge.... - Suitable for use in spoken or informal writing to add interest to the expression.","118"
"Of course!  Patient: Doctor, I always feel like I39;m a horse... Psychologist: Calm down first and talk slowly. When did you start to feel this way? Patient: Since I was a kid... every time I ate an apple. The doctor was stunned, then suddenly realized Doctor: Wait, you39;re not saying... you39;re an quot;apple-eating horsequot; Apple horse, homophonic to quot;iPhonequot;? Patient: Yes! Finally someone understands my joke!!! Note: Chinese homophonic jokes are cold humor, hope to make you laugh!","114"
"The following are the classification results of these words: Fruits botanical classification amp; daily food classification - Pineapple- MangoFruits in the botanical sense but classified as vegetables in daily life - Tomato---  Explanation: 1. Pineapple, mango: They are clearly classified as fruits in botany and daily diet. 2. Tomato: - Botanical: Developed from the ovary of a flower, containing seeds, it is a fruit. - Daily diet: Due to its low sugar content and its common use in salty dishes, it is usually classified as a vegetable. This classification method takes into account the differences between scientific definitions and life scenarios.","120"
"The core words extracted from the sentence quot;This restaurant39;s design has both modern and traditional charmquot; are: restaurant, design, modern, traditional charm Analysis: 1. restaurant: the subject of the sentence; 2. design: the core attribute discussed; 3. modern and traditional charm: the core contrasting features of the design style, directly reflecting the core contradiction and uniqueness. When extracting, unnecessary function words are removed, and key nouns and core contradictory words are retained, completely covering the core information of the original sentence.","102"
"Carson harvested 400 pounds of seaweed and classified the uses as follows: 1. Firewood use: 50 of the seaweed i.e. 50 of the 400 pounds was used for firewood.  400 times 0.5  200  textpounds  2. Remainder: The total amount of seaweed left after the fire was:  400 - 200  200  textpounds  3. Human consumption: 25 of the remaining 200 pounds was used for human consumption.  200 times 0.25  50  textpounds  4. Livestock feed: The remaining 200 pounds, minus the edible portion, was used to feed livestock.  200 - 50  150  textpounds  Therefore, the weight of seaweed used to feed livestock is:  boxed150","120"
"First, there are a total of 252 kg of pears. After taking out 12 kg, the remaining weight is:  252 , textkg - 12 , textkg  240 , textkg  Next, divide the remaining 240 kg equally into 6 boxes, and the weight of each box is:  240 , textkg div 6  40 , textkg  Verification: Suppose each box contains  x  kg, then the total weight satisfies the equation:  6x  12  252  Solution:  6x  240 quad Rightarrow quad x  40  Therefore, the weight of each box is:  boxed40","100"
"Let the original number be  x . According to the question, the number obtained after multiplying this number by 10 is  10x , which is 72 more than the original number. Therefore, we can list the equation:  10x  x  72  Subtract  x  from both sides of the equation, and we get:  9x  72  Divide both sides by 9 and we get:  x  frac729  8  Verification: When the original number is 8, multiplying it by 10 gives 80. The difference between 80 and 8 is 72, which meets the condition. Therefore, the original number is boxed8.","109"
